Address,ID(Google),Name,Price_Level(Google),Rating(Google),Zip
"1200 W 6th St, Austin, TX 78703, USA",d3fa84be5e4f1aac69ff4da1019f759731492549,Café Josie,3.0,4.4,78703
"1611 W 5th St, Austin, TX 78703, USA",071e7f6c6949b97034915e0eefcfaf8e370484b8,Veggie Heaven,1.0,4.1,78703
"1204 W Lynn St, Austin, TX 78703, USA",c788965846671011efb94c299626b90e2b1ba256,Jeffrey's,3.0,4.3,78703
"1608 W 35th St, Austin, TX 78703, USA",4d10b3a567dadc36cfdc8274f57c1575d286f79d,Brick Oven on 35th,2.0,4.1,78703
"1110 W 6th St, Austin, TX 78703, USA",34ff2538385f0def97a86cf4f1d8643dc5b9fac2,Z'Tejas,,4.0,78703
"2308 Lake Austin Blvd, Austin, TX 78703, USA",41779d270d8e5deb53e68dcdd05350ba1b4a3579,ThunderCloud Subs,2.0,4.2,78703
"1115 W Lynn St, Austin, TX 78703, USA",bd8b5b332c0870eac7fd1d77571d233d7ad276e8,Nau's Enfield Drug,1.0,4.2,78703
"1503 W 35th St, Austin, TX 78703, USA",f7792ad624498e68ff649fd5c1d21d48c72b5c5a,Tiny Boxwoods Austin,2.0,4.4,78703
"1611 W 5th St #175, Austin, TX 78703, USA",010590c588869cddaf189d8b943e4965ff94b2b3,Lucky's Puccias,1.0,4.7,78703
"3110 Windsor Rd, Austin, TX 78703, USA",ebbed199c917a2799ab49d9d448bc0bc575c6596,The Beer Plant,2.0,4.6,78703
"2727 Exposition Blvd #112, Austin, TX 78703, USA",6e4665ffd66e5e8a91cafdd4201b5e2dd9067f09,Food Food,,4.0,78703
"1717 W 6th St, Austin, TX 78703, USA",f139ef5bd22a4bbd7e3c695752438a7e8d8eca8e,COVER 3 Downtown ATX,2.0,4.4,78703
"900 W 12th St, Austin, TX 78703, USA",eb5280c413d4342749494e7096b69731c3e02f92,House Park Bar-B-Que,1.0,4.1,78703
"3411 Glenview Ave, Austin, TX 78703, USA",b52b01a26371565dd3c1b6471bd75e9d0018fda0,Olive & June,,4.3,78703
"1624 W 5th St, Austin, TX 78703, USA",5463e62622f8625946cd4bc1ce01ad75ada409c8,El Arroyo,2.0,3.8,78703
"3825 Lake Austin Blvd, Austin, TX 78703, USA",089c479b0873d939fccceb07479af54e6816e7b6,Hula Hut,2.0,4.1,78703
"903 W 12th St, Austin, TX 78703, USA",b4c1620deef80270d92a7676833297035c08346b,ThunderCloud Subs,2.0,4.2,78703
"1621 W 5th St, Austin, TX 78703, USA",63973c13a1300a6e5459a35a2ddf89f86b3c645f,Mean Eyed Cat,,4.4,78703
"2401 Lake Austin Blvd, Austin, TX 78703, USA",6205787f842849458894efdfb03c2fa408de4d33,68 Degrees Kitchen,2.0,4.2,78703
"1401 W 6th St, Austin, TX 78703, USA",a9c294ff31699c1a78526692bad8ee8fe5d8b579,Nightcap,3.0,4.4,78703
"922 W 12th St, Austin, TX 78703, USA",8aabed1b172b82bbcf1a906f04d3d0791698e7de,The Tavern,2.0,3.9,78703
"3510, 3825 Lake Austin Blvd, Austin, TX 78703, United States",8e464dab32dc8aa9d026acee7f456ccc38315aba,Abel's on the Lake,1.0,3.4,78703
"909 N Lamar Blvd, Austin, TX 78703, USA",57be21a7b9a9f1592c25af614d7367e7723f479b,Shoal Creek Saloon,2.0,4.2,78703
"1315 W 6th St, Austin, TX 78703, USA",48fd9842094f6cf24b7498f93a62ee1484691c05,Winflo Osteria,1.0,4.2,78703
"1205 N Lamar Blvd, Austin, TX 78703, USA",621c6f8d7943b9c80d80122a3342a8624a724aca,ALC Steaks,2.0,4.2,78703
"807 W 6th St, Austin, TX 78703, USA",3ece3985268975052c6ce7ba4261f4271ef795b5,Hut's Hamburgers,1.0,4.2,78703
"525 N Lamar Blvd, Austin, TX 78703, USA",9d91de4926dcf1c74b1818397fed18bf5ce69240,Red Okra,3.0,,78703
"626 N Lamar Blvd, Austin, TX 78703, USA",b493e30ecf74b8e2e27cfbed0893f9c5fd776b80,Counter Cafe,2.0,4.4,78703
"915 N Lamar Blvd, Austin, TX 78703, USA",2c9851e2e5a3c072bf454f29813d56682f7a05b2,Fresa's - 9th & Lamar,1.0,4.1,78703
"310 Colorado St, Austin, TX 78701, USA",b6d39db9e002284b9ab1e352dc619b9cb4220da0,Papadom,,3.9,78701
"500 E Ben White Blvd # 200, Austin, TX 78704, USA",814a74b1277b9841ddcaad8eb578c7f53b93e2c6,Hea Cafe,2.0,3.8,78704
"2310 S Lamar Blvd #101, Austin, TX 78704, USA",fcf5aea6236a6d40251c5ae8ddd92c76f0fcd9ac,East Side King,1.0,4.4,78704
"909 W Mary St, Austin, TX 78704, USA",3cf015f2193ed21ab11abeab7e488c25121004a4,Thai Fresh,1.0,4.1,78704
"1509 S Lamar Blvd, Austin, TX 78704, USA",6779523b6cd3b865271ceee9317faaadc1697dc0,Chi'Lantro,1.0,4.4,78704
"801 South Lamar￼ ￼Boulevard, Austin, TX 78704, USA",d406336bcb87fa68ff9203fcda2821759b1ead61,Uchi,3.0,4.6,78704
"5607, 1914 Guadalupe St suite b, Austin, TX 78705, United States",913a605286f9023d82b47108938945c9c7fd5dc5,China's family restaurant,1.0,4.7,78705
"11101 Burnet Rd, Austin, TX 78758, USA",04f3e1eb684ba408303670f79662f72077507e5e,Bamboo Bistro,2.0,3.8,78758
"4700 West Guadalupe Street A5, Austin, TX 78751, United States",7963a2facfcec94dce7df5334395b03bac1ce2d3,Mama Fu's Asian House,2.0,3.4,78751
"3706 Guadalupe St b, Austin, TX 78705, USA",368c240f1f39c242155ada280e096b447ebc97ec,YaYa Cafe,1.0,4.1,78705
"2201 Speedway, Austin, TX 78712, USA",5d31993cec674267aea91ea51c2836d374289f62,Taco Cabana,1.0,2.9,78712
"2108 Robert Dedman Dr, Austin, TX 78712, USA",01faca1c6c53fc305e264cf963c3becc26a830a2,The University of Texas Club,,4.5,78712
"14900 Avery Ranch Blvd, Austin, TX 78717, USA",470161798fd1c42c858b1bea683011c0850e2291,Hunan Ranch,2.0,4.2,78717
"4898, 10001 W Parmer Ln, Austin, TX 78717, United States",d98fc500e29895d9bf480771a868155221acb6fd,P King,,4.0,78717
"13201 Ranch Rd 620 N U208, Austin, TX 78717, USA",8794c2f9df3d059b837617d4c0d1879399ad60f5,Xian Sushi and Noodle,,4.3,78717
"11301 Lakeline Blvd #300, Austin, TX 78717, USA",a936c289e83e9866d24c2a693f5db08a4fad16b4,Mama Fu's Asian House,2.0,3.4,78717
"6301 W Parmer Ln #202, Austin, TX 78729, USA",7d4ecb2044984b22c80b540b777c9dcecd3349ce,Eggroll Express,2.0,3.9,78729
"12300 Ranch Road 620 N, Austin, TX 78750, USA",4a7300b89e7fdc612193d21a722d5d2bc0bccd03,Jenna's Asian Kitchen,2.0,4.3,78750
"150 11301 Lakeline Blvd, Austin, TX 78717, USA",100586a3d1741e8960f59ecfbb00342f7ea8bd2e,Lai Lai Chinese Restaurant,,3.0,78717
"8650 Spicewood Springs Rd #127, Austin, TX 78759, USA",889f430d89a722d2192481ba4f5b6313ac4a9235,Chen's Noodle House,2.0,4.2,78759
"ste 105 10700, Anderson Mill Rd, Austin, TX 78750, United States",f1739a273f73f77e250ce69ad8aa5db6dce9c8b9,Hunan Bistro,,4.4,78750
"13201 Pond Springs Rd, Austin, TX 78729, USA",24e2d5f835359a429ff264f1743b2f982f01b221,DR WOK,,3.4,78729
"12221 Riata Trace Pkwy, Austin, TX 78727, USA",ce613408e88adedae6e885a72bf0b7a5d4eac20c,Minh's Cafe,2.0,3.9,78727
"3600 Presidential Blvd, Austin, TX 78719, USA",f40674f73f6cfda9cca1443c4febb98809298e8f,Salt Lick,2.0,4.0,78719
"2400 E Oltorf St #14, Austin, TX 78741, USA",254b72fcd852c415050671429ef86db44ae7e5e6,Java Noodles Restaurant,2.0,3.9,78741
"3600 Presidential Blvd #204, Austin, TX 78719, USA",3850fec50f216e2268968eedbe0565672a2c4d9c,Auntie Anne's,1.0,3.7,78719
"2237 East Riverside Dr 101A, Austin, TX 78741, United States",682f41df22dcd5ee551ca7e077113e08975a8ff9,Kim Phung Restaurant - Riverside,1.0,4.4,78741
"14300 FM 969, Austin, TX 78724, USA",710f2d1e625e2153c07100b2d21d66159ec90bba,Dragon Express,2.0,4.1,78724
"3600 Presidential Blvd, Austin, TX 78719, USA",22ff50fad7f9a8a65b24c1aa867a8ccb63e41c33,Maudie's,,1.7,78719
"3600 Presidential Blvd, Austin, TX 78719, USA",630f79fa905f341293b7110fb363864bc1548799,Wok & Roll,2.0,3.6,78719
"4140 E 12th St, Austin, TX 78721, USA",8b83f519d865b54f13b24a70b94f0beb5075be7d,Country Boyz Fixins LLC,1.0,4.5,78721
"3210 E Martin Luther King Jr Blvd, Austin, TX 78721, USA",b891b5326b9aaef3f1ab2202fe3440ab96c9966b,Whataburger,1.0,3.8,78721
"1005 Springdale Rd, Austin, TX 78721, USA",3116119047882fd4f3063a06494742366bc9ea6b,Taqueria La China,,3.0,78721
"9306 N Lamar Blvd, Austin, TX 78753, USA",d2e9dd757611a5fd0dfea273278976d84c27d57b,Hunan,2.0,3.1,78753
"5764 Airport Blvd, Austin, TX 78752, USA",32d440df10065a0e25f6222c403841f36a79cc3f,Panda Express,1.0,3.8,78752
"500 W Canyon Ridge Dr, Austin, TX 78753, USA",ebfed2698b22f27a2f6eb0ca3d7fe098f5765f62,Panda Express,1.0,3.3,78753
"2501 W Parmer Ln, Austin, TX 78727, USA",191aa8ce8a731e1022774978e7637b2c30351cc3,Panda Express,1.0,3.7,78727
"14509 FM 969, Austin, TX 78725, USA",2b2fd029e0a1a6c5afa547ef4d3f482bc05faedd,Encanto's Pizza,,4.1,78725
"C370, 1801 E 51st St, Austin, TX 78723, USA",bd19c269f274a358e652a98e240be0c0d1736a58,Xian Sushi and Noodle,1.0,4.3,78723
"10710 Research Blvd #328, Austin, TX 78759, USA",13034ea845ab93d5e8ebac74520ce22906ed48f1,Mama Fu's Asian House,,3.1,78759
"12901 N I-35 Service Rd. NB Bldg. 15, Suite 1540, Austin, TX 78753, United States",acc44738520d6394d25c8bfe3c6d1d96ee650861,Pei Wei,1.0,3.7,78753
"11521 N FM 620, Austin, TX 78726, USA",faa1be5336758689a714703b8f7eaa1ebdb8f614,Panda Express,1.0,3.5,78726
"2121 W Parmer Ln, Austin, TX 78727, USA",1e719b2db1daa03698f2eedce0d3277168d119f6,Pok-E-Jo's Smokehouse Inc,,4.3,78727
"1100 Center Ridge Dr #300, Austin, TX 78753, USA",729690b70eacbce1475858594d943cc74c48341c,Masala Wok Tech Ridge,2.0,4.1,78753
"13429 N Hwy 183, Austin, TX 78750, United States",86d6bfbd5bda3151f4ec8346e03a56c915383b92,Pei Wei,1.0,3.6,78750
"2121 W Parmer Ln Suite 114, Austin, TX 78727, USA",23ae2435b4006a0ad7922807eaa2884e4bb0c9b7,Chutney,1.0,3.7,78727
"1700 W Parmer Ln, Austin, TX 78727, USA",64a8f27c7ae2cf1fbfdefdd00371c21416fad5de,Domino's Pizza,1.0,4.2,78727
"4101 W Parmer Ln F, Austin, TX 78727, USA",c780b6e883d1f82679f654c8bc5c454e1b84075c,Thai Cuisine,2.0,4.4,78727
"1701 W Parmer Ln #104, Austin, TX 78727, USA",fa3167f810d37172e00942409fed775b08acbb81,Wingstop,1.0,3.5,78727
"1700 W Parmer Ln #650, Austin, TX 78727, USA",c530ce52242fc6c4795612da4972d1b42774a826,The Original Pancake House,,4.1,78727
"1700 W Parmer Ln, Austin, TX 78727, USA",b0ae6cd73e9c1fe1bc0307e362c477d380079df8,KFC,1.0,3.7,78727
"4101 W Parmer Ln, Austin, TX 78727, USA",8b51703228c1e45143dc884c91b48ca1fb19ec28,Tomodachi Sushi,2.0,4.5,78727
"3407 Greystone Dr, Austin, TX 78731, USA",72576d5763e7b1e745bd0760089ebfe3551bed99,Street Restaurant,2.0,4.5,78731
"2900 N Quinlan Park Rd, Austin, TX 78732, USA",af8f7efddcd91529184a9cde3fb9d8ae789e7714,Kawa Asian Kitchen,,4.0,78732
"205 N Commons Ford Rd #2, Austin, TX 78733, USA",c09ccde3e39b2be3a2c34c9e71e2cd8d90261833,Ronnie's Real Food Bistro,,4.7,78733
"3801 N Capital of Texas Hwy C-200, Austin, TX 78746, USA",f38be5ac709c22369bb8e87587a7f0e258f4dbb0,Jade Restaurant,2.0,4.5,78746
"2121 Lohmans Crossing Rd, Austin, TX 78734, USA",3f12b80541fcd93be20760879e794ea60bc26343,Thai Spice Restaurant,,4.3,78734
"7601 N Lamar Blvd, Austin, TX 78752, USA",58d43db7d1c7b0a09ea8595bfdb24f30de547514,Kim Phung,1.0,4.1,78752
"2300 Lohmans Spur, Austin, TX 78734, USA",d354fcc1d272a15f4d577f53971ad45effeaa01c,Pao's Mandarin House,2.0,3.9,78734
"7010 TX-71 #180, Austin, TX 78735, USA",b6f6e0ff0f3cad33e2d5fc2f1069d4cdc9d8974c,Thai Taste,2.0,4.1,78735
"6705 US-290, Austin, TX 78735, USA",da7ba729174e8383c121f784a4e456b3001248d7,Lavon Chinese,,,78735
"7101 TX-71 C13, Austin, TX 78735, USA",fc32d025aeb09d3d3248f78ed757921501fb430d,Eurasia Sushi Bar & Seafood,2.0,4.5,78735
"7720 TX-71, Austin, TX 78735, USA",987448870b1321e83c201d092556ab3329af624a,Jack Allen's Kitchen Oak Hill,2.0,4.6,78735
"6705 US-290, Austin, TX 78735, USA",2108f6e89f7aa770db0ede5934d5c0f47ce2e489,Via 313 Pizza,1.0,4.6,78735
"Austin, TX 78735, USA",9e9f323cc4ea022f344a4dac644b7683b30a9f71,Jim's,2.0,4.2,78735
"6116 W US Hwy 290 Service Rd, Austin, TX 78735, USA",3658538b8afb8a4b37215c4e8ec1c829f1c12e22,Taqueria Chapala 3,2.0,4.4,78735
"4970 W US Hwy 290 Service Rd, Austin, TX 78735, USA",d6745fd1d8a29ad4fb415f488e8a4220d830bf54,Craig O's Pizza & Pastaria,2.0,4.1,78735
"6330 US-290, Austin, TX 78735, USA",50702839e09091f396fcb9966145139f65c2770b,Pizza Hut,1.0,3.5,78735
"7626 W Highway 71, Austin, TX 78735, United States",10193900d7325ae29270f791f8ef3ca5cf2f096b,Domino's Pizza,1.0,4.0,78735
"4625 W William Cannon Dr, Austin, TX 78749, USA",bcda2b1e288cc7be84b8f0c1a9a36afbca9b250d,Flores Mexican Restaurant,,4.2,78749
"9900 I-35, Austin, TX 78748, USA",8dcf6fd4e9b20ed343a4f6ec3567b76a8584e4cc,The Green Mesquite BBQ,2.0,3.6,78748
"5030 W US Hwy 290 Service Rd, Austin, TX 78735, USA",b068962ef6b281e0a3b92649d4590e54d646a49b,Serranos Cocina y Cantina - Mopac,2.0,4.3,78735
"6266 US-290, Austin, TX 78735, USA",ae368d9bdea8dadd9fedc4c8003e13da718ee1fa,Austin Pizza Garden,,4.3,78735
"7101 W Hwy 71, Austin, TX 78735, United States",8315cdfa808c67d7ae17164a7f38c35c6795de79,SLAB BBQ & Beer,,4.6,78735
"5010 W US Hwy 290 Service Rd, Austin, TX 78735, USA",ca9404c0319cca3eca8f744a9c8a722a48852ba1,Applebee’s Grill + Bar,2.0,3.7,78735
"7010 TX-71, Austin, TX 78735, USA",7edfc7382026b99e3d2d7236bf55a09eaf2b377f,Little Caesars Pizza,1.0,2.5,78735
"4608 West Gate Blvd, Austin, TX 78745, USA",5668036ab51f77288730eb2398704744f39c7d78,Buffet Palace,2.0,4.1,78745
"4601 Southwest Pkwy, Austin, TX 78735, USA",65dcc71599187d02d071889312fcdcf5bde39373,Milano Cafe,2.0,4.3,78735
"6705 W US Hwy 290 Service Rd Ste 608, Austin, TX 78735, USA",7d43b094fc67fc35a4b8953476f671641e86c525,Chinos Banditos,,4.7,78735
"7101 State Hwy 71 W., Austin, TX 78736, United States",3171ce26e3bb9e5c0ef113528787386e65c3bb7c,Golden Chick,,4.0,78736
"13059 Four Star Blvd, Austin, TX 78737, USA",dfe5f97c74e8fe13adefebfeaea7552caf61227e,Trudy's Four Star,2.0,3.7,78737
"9521 US-290 #100, Austin, TX 78737, USA",38ee230c09bfcc8149c70f2839e59a4bf2c93879,"Lox, Box & Barrel",1.0,4.5,78737
"12024 US-290, Austin, TX 78737, USA",8e6cbc153d0c34783f634e7de59004c1dc1ff2dd,Aroi Thai Cuisine,,4.4,78737
"11601 Us Highway 290, Unit B 100, Austin, TX 78737, United States",f574663b8bfeab0aafdaba47ff0abf643c041acc,Papa John's Pizza,,2.7,78737
"12005 US-290, Austin, TX 78737, USA",62d69128ef439b5c4b1db54aa91c21987350d564,Pieous,1.0,4.7,78737
"3107, 13614 TX-71, Austin, TX 78738, United States",e629ac785814f961f7aa34a91cf935870f4d363e,The Emerald Restaurant,3.0,4.4,78738
"12918 Shops Pkwy, Austin, TX 78738, USA",11d628a5ffe7f5fe14f76b3e1651b6efba3646d3,Simply Pho House,,3.8,78738
"12506 Shops Pkwy, Austin, TX 78738, USA",0919e5b08fe4baebc306d4a1ffef4c173d5b9753,Maudie's Hill Country,2.0,3.9,78738
"3929 Market St, Bee Cave, TX 78738, USA",f4ccc1e8ffc47be0f372b74ae831df24b8d9de8f,Madam Mam's,1.0,3.9,78738
"3001 Ranch Road 620 South, main entrance, Austin, TX 78738, United States",b600ed5a298d264c386d357bf75e61543cc9f220,The Grove Wine Bar & Kitchen - Lakeway,2.0,4.4,78738
"3600 Ranch Rd 620 S C, Austin, TX 78738, USA",09a53099e2b48e9c71eb0440a0250e49fa5b930e,Chick-fil-A,1.0,4.5,78738
"12713 Galleria Cir, Bee Cave, TX 78738, USA",f1b9adf83ba98fe0d5bc2f3d30be9cda0a0b3869,Chili's Grill & Bar,1.0,4.0,78738
"12800 Hill Country Blvd. Suite G-115, Bee Cave, TX 78738, United States",fcd18068ed57d0341f64162d14dd095ca23310ff,Cafe Blue at Hill Country Galleria,2.0,4.1,78738
"12901 Hill Country Blvd, Bee Cave, TX 78738, USA",79c915d2af1ea6ae67c9e0b8cf7f0f0420175d60,Panera Bread,1.0,3.5,78738
"12815 Shops Pkwy #400, Bee Cave, TX 78738, USA",1375db4b04835cd9c5e3e88532bc981f0e31f145,Mandola's Italian,2.0,4.3,78738
"16018 Hamilton Pool Rd, Austin, TX 78738, USA",642cff1b202f67a8afe4681916ee627f773abb36,Verde's Mexican Parrilla,2.0,4.4,78738
"4005 Market St #140, Bee Cave, TX 78738, USA",c1bd71b7750d44227e2a86e870ee7a502446d418,Jersey Mike's Subs,1.0,4.0,78738
"2422 Ranch Rd 620 S, Austin, TX 78738, USA",db89407f94ebd8a6cc528f1e4d4f2d2578905498,Cho Sushi Japanese Fusion,,4.6,78738
"12700 Hill Country Blvd S - 100, Bee Cave, TX 78738, USA",b18398ad4f01d24c62515df458be9f0bdbdabb92,Chisos Grill,,4.1,78738
"2422 Ranch Rd 620 S, Austin, TX 78738, USA",f1ad4f40ca908db17ee4ecc9d5ebb948695ea633,Little Greek,,4.3,78738
"3480 Ranch Rd 620 S, Austin, TX 78738, USA",937ed5c7216a45e62c199c2a843368d23d3eee66,Salsa's Mexican Cuisine & Cantina,1.0,3.8,78738
"12717 Shops Pkwy #100, Austin, TX 78738, USA",7fa730e26931364b7f6ed09f7a1f2af441b0f8ab,Plate By Dzintra,,4.7,78738
"12432 Bee Caves Rd, Bee Cave, TX 78738, USA",d51a72f86fd286a5e118de2de3ad1663e0cb0530,Rocco's Grill,3.0,4.3,78738
"12815 Shops Parkway, #100, Bee Cave, TX 78738, United States",741be5e7b3a26cb677f2d80889f4ce41ad7da0cc,Fuddruckers,2.0,4.0,78738
"11905 Bee Caves Rd #11, Austin, TX 78738, USA",7cdada7ad65590716d586bc8961d86902e86d15e,Napoli's Craft & Kitchen,,4.0,78738
"2422 Ranch Rd 620 S, Austin, TX 78738, USA",5a556055344472d78389b93c9b74353d4377ffc9,Papa John's Pizza,1.0,4.1,78738
"7329 Burnet Rd, Austin, TX 78757, USA",9ff268c505061f2fddb01402aafbae6e346a0593,Pizza Land,2.0,2.0,78757
"12532 Farm to Market 2244, Bee Cave, TX 78738, USA",69a9af9316fb519b492466fcd99b4a6bcbe5589e,Schmidt Family Barbecue,2.0,4.0,78738
"5701 W Slaughter Ln A160, Austin, TX 78749, USA",488c57b48fbbe5fcd00beefaed1afc56c81e4894,zpizza,,3.7,78749
"2400 E Oltorf St #1A, Austin, TX 78741, USA",719d915dd6356b49631121bdc822df1f02b29013,888 Pan Asian Restaurant,1.0,4.5,78741
"1931 E Oltorf St B, Austin, TX 78741, USA",ea2906ffcdeddbb82be11b86762af082f5e6db67,Hai Ky,2.0,4.2,78741
"10901 N Lamar Blvd, Austin, TX 78753, USA",a21ca305d1b42370dc2757ad58da456210dde761,First Chinese BBQ,2.0,4.3,78753
"621 E 7th St, Austin, TX 78701, USA",d479959d6701de2bd04e296fdad9741c36579340,Koriente,1.0,4.4,78701
"1555 Bastrop Hwy, Austin, TX 78742, USA",6dc399dc54327be4e87dac82bf2911e746d9d9e4,Gatti's Pizza,,2.7,78742
"6315 S IH 35 Frontage Rd, Austin, TX 78744, USA",58bdc9142d686a4dd4baee079a8a6c3eae23e335,Applebee’s Grill + Bar,2.0,3.4,78744
"4415 S IH 35 Frontage Rd, Austin, TX 78744, USA",11f5619d001395ccabd5c53f46b258e87a401b76,The Limestone Kitchen Restaurant & Lounge,,3.2,78744
"6405 I-35, Austin, TX 78744, USA",1da193dbd853cdd24a15d1d80763c161ef7bf9ef,Subway,1.0,3.2,78744
"2406 S Hwy 183, Austin, TX 78744, USA",87654ea89e11fe689f1aba6d2d13e102fccf0520,AGAZAJO'S,,4.2,78744
"5310 S Pleasant Valley Rd, Austin, TX 78744, USA",04ab93dc8810340d29f05039e461c7d7b620f601,La Placita,,4.2,78744
"6002 Burleson Rd, Austin, TX 78744, USA",e4f56f46ef8d54417007779114df370bfc5f4cd8,Casa Vallarta,,4.1,78744
"9811 S IH 35 Frontage Rd, Austin, TX 78744, USA",b5083868e5c26cf81cf0374a08071553f76a343a,Chuck E. Cheese's,1.0,3.9,78744
"5808 Burleson Rd, Austin, TX 78744, USA",6f2801ebf622bfe32cffd3c6d5cd5847291169f2,El Mesón,1.0,4.0,78744
"7709 E Ben White Blvd, Austin, TX 78744, USA",2bfb6e102610f54aead3b89fb344fe69960edcda,Javi's Best Of Tex Mex,,4.2,78744
"4140 Governors Row, Austin, TX 78744, USA",9751df9330a4122d18d5b499bfbd0feb349c5107,Onion Creek Grill,,4.2,78744
"8801 S IH 35 Frontage Rd, Austin, TX 78744, USA",9be0441992c4ce23a4fe4bea70bcf8f654d2d61c,IHOP,1.0,3.5,78744
"4606 Burleson Rd, Austin, TX 78744, USA",229d2c9616449b9b1bcf6bd8e723a000c1b6fc56,Casa Moreno's,,4.4,78744
"Southpark Center Suite #100, 1931 E Ben White Blvd, Austin, TX 78744, United States",642863d232ae8230310300c4fb9ac25be53f1289,Subway,1.0,3.7,78744
"4612 Burleson Rd, Austin, TX 78744, USA",6753819608ad7b02b69c569944abe4e9878031b8,Bella Donna Subs,,4.6,78744
"5701 W Slaughter Ln D, Austin, TX 78749, USA",fb33090c1984bf02e8de1b2276a21bc94050a112,North by Northwest Restaurant & Brewery - Slaughter,,4.2,78749
"6001 W William Cannon Dr # 301, Austin, TX 78749, USA",5cd3f438aef14347555c0c01037291d2f881d40a,Hecho En Mexico,2.0,4.4,78749
"4301 W William Cannon Dr, Austin, TX 78749, USA",f14e5d754c47399635bfa56310d2eeeee33b5e27,Chuy's,,4.4,78749
"4301 W. William Cannon Dr, G-400, Austin, TX 78749, United States",ab3dde3cc3aa1cbfbfffd57a9b97bde129d629c8,Torchy's Tacos,1.0,4.4,78749
"4301 W. William Cannon Dr., Bldg. D, Austin, TX 78749, United States",8e05bd70a2a45f73242fc8b9b17b941d1ceb2069,Cheddar's Scratch Kitchen,2.0,3.9,78749
"5900 W Slaughter Ln, Austin, TX 78749, USA",b5b272d6875f59a5902a393bcacbf5b056cfdc0b,Mangieri's Pizza Cafe,2.0,4.1,78749
"4301 W William Cannon Dr, Austin, TX 78749, USA",3033b648b855e91e4d07489239f15bbb3921fa20,Kerbey Lane Cafe,1.0,4.3,78749
"3601 W William Cannon Dr, Austin, TX 78749, USA",290fe532645f69fe9b3d2fa136c610515981843d,Austin's Pizza - William Cannon,2.0,3.6,78749
"6611 S Mo Pac Expy, Bldg B, Austin, TX 78749, United States",50c961c7e199620febcf944870705954bc1dc68d,Whataburger,1.0,4.1,78749
"10300 Anderson Mill Rd Suite A, Austin, TX 78750, USA",c9ce4c42ad54105312ebd31142b3cb89bd720e0e,Shanghai Noodle House,,4.5,78750
"6507 Jester Blvd Suite 501, Austin, TX 78750, USA",383b322fdd16b1f93e322795b74c5ad6ed0e8781,Red Lotus Asian Grille,,4.6,78750
"5555 N. Lamar Blvd J107, Austin, TX 78751, United States",eeb2c9a5ad2d04b0321a1b95465c7a5384aca7ae,Mr. Delivery,,1.0,78751
"5610b N Lamar Blvd, Austin, TX 78751, USA",c8dd7c19f86c78499e765a7ff0ee5881ea39c8a6,DK Sushi,2.0,4.5,78751
"901 E Koenig Ln, Austin, TX 78751, USA",827b61833e183f5dd182d1224bc4ac05fc6d238d,IHOP,1.0,3.6,78751
"5804 N Interstate 35 Frontage Rd, Austin, TX 78751, USA",ff2733af71330ab10f835a023edc0144bd617fa5,Amaya's Taco Village,1.0,4.2,78751
"5501 N Lamar Blvd # C101, Austin, TX 78751, USA",e411f9f845c5a666ba3c0be3554c9da9d3d99b1e,Titaya's Thai Cuisine,1.0,4.5,78751
"5001 Airport Blvd, Austin, TX 78751, USA",c5243e7fcfc5193669e32b6c6373b38881ac3c90,Bun Belly,1.0,4.4,78751
"5700 N Interstate 35 Frontage Rd, Austin, TX 78751, USA",7d1e43bedb62d5c910744fe33fa003092ef2f846,Capt. Benny's Seafood,2.0,4.0,78751
"4616 Triangle Ave, Austin, TX 78751, USA",5bfae75c788d127ea587017086b6eda0ac04a573,Snap Kitchen,1.0,4.0,78751
"5312 Airport Blvd, Austin, TX 78751, USA",47889a74dc423966b4d0c584abcb12ff01b77128,East Side Pies,2.0,4.5,78751
"5201 Airport Blvd, Austin, TX 78751, USA",64c9c95ff0cdce0f77df54a990a1a1baca9663f4,Sala and Betty,2.0,4.5,78751
"4807 Airport Blvd, Austin, TX 78751, USA",d5fde7eb0552df5befd637447475c10458c6d538,BULLFIGHT,3.0,4.1,78751
"4700 W Guadalupe St #12, Austin, TX 78751, USA",84bebc4a656483a66c1dc7edae693c71b88b77b7,Mandola's Italian,2.0,4.3,78751
"5610 N Lamar Blvd, Austin, TX 78751, USA",d17ca20180863ef343abae181cbe3a4e4929c912,El Caribe Mexican Restaurant,2.0,4.0,78751
"1000 E 41st St #940, Austin, TX 78751, USA",37356ccd5d2b42958ef695e805b71ed10f7ed973,Jason's Deli,2.0,4.0,78751
"408 E 43rd St C, Austin, TX 78751, USA",6d21b2735b1477ed83aa6d151362ea81663b021e,ASTI Trattoria,2.0,4.1,78751
"815 W 47th St #103, Austin, TX 78751, USA",089013e11bbd754c03ba57891e668ad38b046156,Flying Saucer Draught Emporium,2.0,4.2,78751
"4631 Airport Blvd Ste 130, Austin, TX 78751, USA",618bd520c1929c96f8aac111d2f37bb16b23a29e,Domino's Pizza,1.0,3.6,78751
"4600 West Guadalupe Street, Suite B5, Austin, TX 78751, United States",6c1b4cadd063127270b8049a47237aba63ff8b76,Maudie's Triangle,,3.9,78751
"5607 N Lamar Blvd, Austin, TX 78751, USA",642d8ebcbc28735dbdfbddbf30b6a32a65e37509,KFC,1.0,3.3,78751
"4515 Airport Blvd, Austin, TX 78751, USA",925f2f47f55cacdd404fd8cdd1f17121b585a69a,In-N-Out Burger,1.0,4.2,78751
